county_name,acreage_change_pct,farm_count_change_pct,avg_farm_size_change_pct,consolidation_ratio
LAWRENCE,-0.0743287974433692,-0.2949040166764298,-0.06447733222489416,-0.05715945945249432
LEE,-0.15368654879558577,-0.8817773405775537,-0.10378425400201863,-0.5143752616387094
LESLIE,10.864639750770195,-1.2421528979765244,10.871818798204197,0.015172882604549059
LETCHER,-0.34659350878050477,-1.1888091260402718,-0.27636532241659395,0.09272886010503117
LEWIS,-0.07377101944842952,-0.9965157385148361,-0.020641522284608145,-0.1013925710500209
LINCOLN,-0.10852512553180693,0.6377365047706738,-0.13791272666135068,-0.0046660013709547065
LIVINGSTON,0.14268226829836145,0.29251261181011357,0.08105955474834803,0.0050174653201230735
LOGAN,-0.1151414355500509,0.2671155834540301,-0.12715161257450439,-0.04696694402415137
LYON,-0.0311102225287429,-1.547697167128683,0.06434234481791344,-0.09104641469427352
MADISON,-0.1310911524935993,1.489516535738982,-0.18631879712308574,0.10987130486676233
MAGOFFIN,0.07883310955778909,0.008290620253337537,0.047869693406101775,-0.005045894364198121
MARION,-0.055517126300814006,0.8481678918770242,-0.10612292982129061,0.01603835453232111
MARSHALL,-0.09342100829766103,2.376389899956574,-0.1885713807035699,0.1366136287158625
MARTIN,-0.23098194498046065,-0.1690136072437777,-0.20605382958663263,0.13318266129579634
MASON,-0.22564651646825654,-0.9401031005370167,-0.16905149019480303,0.24258971876389054
MCCRACKEN,-0.11469884716236475,1.201940386810266,-0.16454348267917615,0.05355226771266799
MCCREARY,-0.1391586217840315,0.31724561037496785,-0.14883120634008862,-0.08073018900495406
MCLEAN,-0.16872207492041608,-0.9121272536233018,-0.11636000428617232,-1.8831082718706307
MEADE,-0.15076379896825373,0.7339035890968783,-0.17446054821371695,-0.016030953092903956
MENIFEE,-0.16395055835960662,-0.6247203269520912,-0.12686174600883549,-0.8677865800729688
MERCER,-0.012788069994712803,-0.22841657618277159,-0.01489412209846679,-0.026565473249275058
METCALFE,-0.08957274973707857,-0.4810714287157267,-0.06740508252124322,-0.0843749959356529
MONROE,-0.07168553992943562,-0.28502842957397245,-0.06272589056907933,-0.05465648092952182
MONTGOMERY,-0.24235627001588403,-1.3108861729931045,-0.1676156820441241,0.22191590136657688
MORGAN,-0.09490630649517431,-0.7301495670641984,-0.0576226922633728,-0.1111561996225783
MUHLENBERG,-0.07775949122243263,1.8624447130264965,-0.1616796983165534,0.08314505415319545
NELSON,-0.2002668473064811,-0.5094098408985777,-0.16518173280707404,0.35893737401549025
NICHOLAS,-0.14730540004876963,-0.7707351157967566,-0.10389337727145616,-0.36468543930197933
OHIO,-0.18018883504902325,0.2981175584036714,-0.1813190508061601,0.6669712335105316
OLDHAM,-0.028242183671761508,-0.02752116643305269,-0.04008470365073428,-0.022290269005310368
OWEN,-0.10999806004830184,-1.0055534515267768,-0.054840061881164824,-0.16824340795559117
OWSLEY,-0.20288093397435852,-2.611932942674263,-0.03906050536334761,0.8061568708684523
PENDLETON,-0.14641430814961254,0.5944374320538773,-0.1657915077745277,-0.042710602145775066
PERRY,-0.25813066525815903,-1.314966591390831,-0.18326622929292452,0.1833736002622487
PIKE,0.05603887093721745,-1.973210173296226,0.2007976220684716,-0.062308115425286116
POWELL,0.01787773462571126,-0.038717403094633666,-0.00045114057327934527,-0.01339930748575324
PULASKI,-0.08980297401689034,0.8642127059451262,-0.13289230466890387,0.017108920518786583
ROBERTSON,-0.201452845803598,-1.3218875611789425,-0.1259251380242352,0.5387288091795238
ROCKCASTLE,0.058741926089318164,-0.33683011931471424,0.054722393003782885,-0.01638438291521123
ROWAN,-0.12477412567713658,-0.8845575587125848,-0.07631383120291839,-0.20733034952742105
RUSSELL,0.010403591878738523,0.4508450859494704,-0.03516919780937736,0.0023810483673301695
SCOTT,-0.14030728341932353,-0.21086793894393158,-0.12614601598605663,-0.18258928606781324
SHELBY,-0.14699354386842697,-0.14124773815464958,-0.13516468986498992,-0.21447929615175615
SIMPSON,-0.01012190714670937,0.11388916193322822,-0.03301620760026384,-0.012513630631898745
SPENCER,-0.20138483072049862,0.627741049330132,-0.20999245453748464,0.07100596555398157
TAYLOR,-0.1758724017610923,-0.6563547437842152,-0.1361823082499951,8.257074341421385
TODD,-0.05051450191468818,0.16988464317040208,-0.06948236439407438,-0.019020592401073802
TRIGG,-0.15443462620634166,0.6983490004361544,-0.17597823071141194,-0.03317407846387434
TRIMBLE,-0.23658574471358595,-1.0380313929601033,-0.17498715121304678,0.21276941142354708
UNION,-0.014185443066238092,0.5360958212036888,-0.059185909109882306,0.0036450477807234514
WARREN,-0.10162509137746184,-0.5045834985379186,-0.07687331103827025,-0.10306206708831853
WASHINGTON,-0.07823146737006427,-0.0722551137727769,-0.07994548679158181,-0.04531426338474552
WAYNE,0.04470576573882767,1.4832289045848173,-0.061141492193032256,0.03478655854519105
WEBSTER,0.025383571377001004,0.5310673566838504,-0.0276884737898827,0.006004713152234985
WHITLEY,-0.045006417511900515,-0.2713042573627284,-0.04027027912408552,-0.039360967685206395
WOLFE,-0.012793820109126641,-0.22721883824520478,-0.014973340508606062,-0.026519495014570512
WOODFORD,-0.12027095447441742,1.129481135819692,-0.1660045078253108,0.04880768367776715
